brand,model,year,fuel_type,transmission,km_driven,owner_type,city,mileage,engine_cc,condition_rating,original_price,listed_price,estimated_final_price,days_to_sell,bargain_percent,car_age,depreciation_amount,resale_value_percent,demand_score,brand_popularity_score,price_per_km,premium_car
Renault,Kiger,2021,Petrol,Manual,61922,Second,Mumbai,16,999,8,862825,600871,582844,41,3,4,273888,69.64,6.5,6,9.7,0
Mahindra,XUV300,2025,Petrol,Manual,1624,Second,Kolkata,22,1199,10,1269549,1206071,1085463,22,10,0,0,95,8.53,8,742.65,0
Honda,HR-V,2012,Petrol,Automatic,135339,First,Kolkata,13,1498,3,899097,134864,121377,67,10,13,1027734,15,6.16,9,1,0
Nissan,Terrano,2021,Diesel,Automatic,33575,First,Mumbai,15,1461,6,1190853,747141,717255,46,4,4,432378,62.74,5.79,6,22.25,0
Renault,Triber,2016,Diesel,Manual,183460,Second,Mumbai,20,999,5,642874,157182,139891,46,11,9,495006,24.45,5.97,7,0.86,0
Honda,Elevate,2024,Petrol,Automatic,16862,Fourth,Mumbai,16,1200,8,1307378,1125783,1046978,40,7,1,156214,86.11,8.96,7,66.76,0
Tata,Altroz,2023,Petrol,Manual,30102,First,Jaipur,21,1199,8,879578,717031,609476,22,15,2,161605,81.52,7.41,9,23.82,0
Mahindra,XUV300,2023,Diesel,Manual,37545,First,Nagpur,20,1199,8,1314094,1085835,1009826,25,7,2,244064,82.63,7.62,9,28.92,0
Nissan,Magnite,2023,Petrol,Manual,30817,Fourth,Ahmedabad,19,999,7,926489,727015,639773,,12,2,173761,78.47,5.25,4,23.59,0
MG,ZS EV,2021,Electric,Manual,63141,First,Kolkata,342,0,7,2621793,1867765,1718343,27,8,4,788752,71.24,8.38,6,29.58,1
Hyundai,Verna,2021,Petrol,Manual,45446,First,Delhi,18,1497,6,1366073,859259,747555,45,13,4,489388,62.9,7.88,9,18.91,0
Maruti,Ertiga,2024,Petrol,Manual,17543,Second,Lucknow,15,1462,9,1307780,1110828,1066394,20,4,1,172770,84.94,8.65,10,63.32,0
Kia,Seltos,2019,Petrol,Manual,134565,Third,Hyderabad,20,1497,6,1234603,679155,611239,37,10,6,528479,55.01,5.43,8,5.05,0
Hyundai,Alcazar,2021,Diesel,Manual,83805,Second,Lucknow,16,1999,6,2302205,1678537,1393185,38,17,4,655882,72.91,7.08,9,20.03,0
Mahindra,XUV700,2021,Petrol,Automatic,50605,Second,Surat,15,2184,7,2730802,1929857,1852662,36,4,4,796664,70.67,6.76,7,38.14,1
Maruti,Brezza,2020,Diesel,Manual,65963,First,Delhi,17,1462,7,1016226,535754,508966,29,5,5,455274,52.72,8.77,10,8.12,0
Ford,Figo,2019,Petrol,Manual,130045,Third,Coimbatore,22,1194,6,823178,400558,304424,59,24,6,446710,48.66,4.8,5,3.08,0
Mahindra,Scorpio,2020,Petrol,Manual,83806,First,Kolkata,18,2184,8,1835932,1153699,1119088,24,3,5,714523,62.84,,9,13.77,0
Mahindra,XUV400,2023,Petrol,Manual,40785,Second,Kolkata,19,0,9,2196857,1794173,1596813,16,11,2,455306,81.67,7.58,8,43.99,0
Renault,Kwid,2024,Diesel,Manual,12339,Second,Chandigarh,26,799,10,657315,574690,471245,29,18,1,81249,87.43,8.37,7,46.58,0
Toyota,Fortuner,2022,Petrol,Automatic,28764,First,Nagpur,22,2755,8,5339325,4083515,3797668,43,7,3,1407682,76.48,7,8,141.97,1
Mahindra,Bolero,2023,Petrol,Automatic,24189,First,Jaipur,18,1493,8,1281025,1042498,927823,37,11,2,273895,81.38,6.85,7,43.1,0
Kia,Sonet,2014,Petrol,Manual,188190,Fourth,Lucknow,21,1197,3,710020,106503,101177,66,5,11,600853,15,5.39,6,0.57,0
Mahindra,XUV400,2018,Diesel,Manual,95759,Third,Chandigarh,23,0,4,1834087,879628,694906,46,21,7,907139,47.96,6.76,9,9.19,0
Kia,Seltos,2021,Petrol,Automatic,61932,First,Kolkata,22,1496,8,1383564,1009448,928692,33,8,4,397991,72.96,8.34,7,16.3,0
MG,Gloster,2016,Petrol,Automatic,121184,Third,Ahmedabad,19,1996,3,3048290,823038,691351,54,16,9,2176766,27,4.76,8,6.79,1
Kia,EV6,2023,CNG,Automatic,49559,Second,Chandigarh,22,0,9,7913626,6545360,5956277,34,9,2,1507735,82.71,7.7,8,132.07,1
Maruti,Baleno,2022,Petrol,Manual,70413,Second,Coimbatore,20,1197,7,879831,646939,588714,24,9,3,258090,73.53,6.8,9,9.19,0
Tata,Punch,2025,Petrol,Manual,4326,Second,Kolkata,18,1199,10,1256820,1193979,1146219,21,4,0,0,95,9.27,9,276,0
Honda,Elevate,2018,Petrol,Manual,125508,Second,Lucknow,21,1200,6,1085280,443662,372676,49,16,7,626544,40.88,7.51,9,3.53,0
Toyota,Glanza,2021,Petrol,Manual,72507,Second,Chennai,19,1196,6,1033882,639042,530404,47,17,4,372046,61.81,6.83,10,8.81,0
Maruti,Baleno,2024,CNG,Automatic,20074,Second,Kolkata,23,1197,10,1059556,963560,944288,19,2,1,122565,90.94,9.48,10,76.58,0
Hyundai,i20,2021,Petrol,Manual,80709,Second,Pune,17,1197,8,1086686,784369,651026,26,17,4,318225,72.18,7.15,8,9.72,0
Nissan,Terrano,2014,Diesel,Manual,125278,First,Ahmedabad,19,1460,3,913241,193424,187621,49,3,11,738922,21.18,2.82,5,1.54,0
Mahindra,XUV700,2023,Diesel,Automatic,52011,Fourth,Mumbai,,2184,6,3091302,2367937,2060105,35,13,2,695235,76.6,7.06,7,45.53,1
Renault,Triber,2022,Petrol,Automatic,68113,Second,Delhi,18,999,9,896232,624404,543231,26,13,3,263626,69.67,8.65,7,9.17,0
Mahindra,XUV300,2024,Petrol,Manual,22798,Second,Kolkata,16,1199,10,1212651,1118428,1017769,33,9,1,124441,92.23,8.79,7,115.09,0
Maruti,Swift,2024,Petrol,Automatic,10123,Second,Bangalore,13,1197,10,899735,787538,771787,36,2,1,102142,87.53,9.9,9,77.8,0
Honda,Jazz,2022,Petrol,Manual,39978,Third,Delhi,15,1199,7,1106601,757136,688993,43,9,3,363595,68.42,6.23,7,18.94,0
Hyundai,Aura,2016,Petrol,Automatic,177784,Second,Mumbai,17,1197,5,649612,108420,88904,35,18,9,535760,16.69,7.5,10,0.61,0
Ford,Figo,2019,Petrol,Manual,91690,First,Chennai,16,1194,5,924056,483281,439785,37,9,6,463806,52.3,4.64,6,5.27,0
Honda,City,2024,Petrol,Automatic,13727,First,Chandigarh,13,1497,10,1447623,1261892,1160940,13,8,1,170160,87.17,8.58,9,91.93,0
Honda,WR-V,2024,Petrol,Manual,11989,First,Chennai,19,1199,9,1211095,1034032,971990,31,6,1,141433,85.38,9.99,9,86.25,0
Honda,Jazz,2010,Petrol,Automatic,144671,First,Nagpur,22,1199,1,718151,107722,102335,63,5,15,750639,15,3.06,8,0.74,0
Renault,Duster,2023,Diesel,Manual,27184,First,Coimbatore,18,1498,8,1321301,1073424,923144,25,14,2,259047,81.24,6.59,5,39.49,0
Maruti,Ciaz,2022,Diesel,Automatic,52802,Second,Chennai,20,1462,7,1208914,876946,859407,25,2,3,337580,72.54,7.35,10,16.61,0
Mahindra,XUV700,2024,CNG,Automatic,19600,Second,Lucknow,22,2184,10,3029774,2791330,2679676,16,4,1,320942,92.13,10,8,142.41,1
Tata,Nexon,2023,Diesel,Manual,42644,Fourth,Coimbatore,28,1497,7,1344513,1110298,932650,45,16,2,262218,82.58,7.53,8,26.04,0
Renault,Kwid,2023,Petrol,Manual,19651,First,Chandigarh,17,799,10,656877,501197,410981,28,18,2,141703,76.3,8.55,7,25.5,0
Mahindra,XUV400,2021,Petrol,Automatic,79721,Third,Delhi,18,0,6,1948545,1406849,1181753,42,16,4,593865,72.2,5.96,7,17.65,0
Volkswagen,Virtus,2021,CNG,Manual,78650,Third,Coimbatore,26,1498,5,1423576,1055866,960838,60,9,4,390966,74.17,5.47,7,13.42,0
Kia,Sonet,2024,Petrol,Automatic,15223,Fourth,Jaipur,21,1197,10,1196032,1078222,894924,14,17,1,135544,90.15,8.35,7,70.83,0
Tata,Tiago,2020,Petrol,Manual,49747,First,Bangalore,20,1198,6,770040,473266,392810,33,17,5,293049,61.46,7.72,7,9.51,0
Hyundai,i20,2022,Petrol,Manual,29882,First,Surat,19,1197,10,1164453,784375,713781,36,9,3,371170,67.36,7.85,8,26.25,0
MG,Gloster,2017,Petrol,Automatic,107917,First,Surat,14,1996,4,3198043,1040323,894677,50,14,8,2079358,32.53,6.95,7,9.64,1
Renault,Duster,2024,CNG,Automatic,20974,Second,Hyderabad,24,1498,10,1432775,1206109,1025192,39,15,1,189972,84.18,9.18,7,57.5,0
Maruti,Brezza,2019,Petrol,Automatic,100332,Second,Coimbatore,14,1462,6,1027576,542662,499249,46,8,6,484443,52.81,6.54,10,5.41,0
Mahindra,Bolero,2022,Diesel,Manual,54454,Third,Ahmedabad,28,1493,6,1292696,877223,763184,40,13,3,407183,67.86,,7,16.11,0
Ford,Endeavour,2023,Diesel,Automatic,43074,Fourth,Ahmedabad,22,1995,6,6596638,5368344,4938876,18,8,2,1310076,81.38,6.23,6,124.63,1
Ford,EcoSport,2019,Diesel,Manual,121112,Third,Bangalore,16,1497,5,1036175,636004,540603,38,15,6,426965,61.38,4.66,4,,0
Renault,Triber,2020,CNG,Manual,116156,Third,Kolkata,29,998,6,801088,475365,427828,44,10,5,349071,59.34,6.42,7,4.09,0
Kia,Sonet,2023,CNG,Manual,33406,Second,Surat,24,1197,10,1263733,1057491,1025766,13,3,2,228035,83.68,7.46,6,31.66,0
Hyundai,Aura,2022,CNG,Automatic,55185,Second,Chennai,23,1197,9,917296,637612,554722,26,13,3,283399,69.51,9.35,9,11.55,0
Hyundai,Venue,2022,Petrol,Automatic,73229,Third,Ahmedabad,21,1197,8,1026247,720938,648844,36,10,3,316101,70.25,9.78,10,9.84,0
Ford,Figo,2020,Diesel,Automatic,94936,Third,Kolkata,16,1194,7,921957,608768,553978,58,9,5,330517,66.03,5.86,4,6.41,0
Tata,Tiago,2025,CNG,Automatic,500,Fourth,Nagpur,30,1199,9,905498,860223,688178,39,20,0,0,95,7.64,7,1720.45,0
Kia,EV6,2025,Petrol,Manual,5424,Fourth,Delhi,17,0,9,9982350,9483232,7776250,21,18,0,0,95,10,8,1748.38,1
Ford,EcoSport,2017,Diesel,Automatic,130039,Second,Surat,24,1497,5,894023,289127,271779,47,6,8,589288,32.34,4.11,5,2.22,0
Maruti,Brezza,2020,Petrol,Manual,105947,Second,Bhopal,18,1462,6,1043339,604301,537827,39,11,5,417523,57.92,6.84,9,5.7,0
Ford,EcoSport,2012,Petrol,Automatic,202545,Second,Chandigarh,19,1497,3,698096,104714,101572,54,3,13,748546,15,3.52,6,0.52,0
Kia,EV6,2024,Diesel,Automatic,20849,Second,Bangalore,20,0,9,9137502,8244768,6843157,25,17,1,948516,90.23,6.93,6,395.45,1
Toyota,Camry,2025,Petrol,Manual,557,Second,Chennai,20,2487,9,5962675,5664541,5211377,18,8,0,0,95,8.33,9,10169.73,1
Mahindra,XUV400,2022,Petrol,Manual,65798,Third,Ahmedabad,21,0,7,1921886,1323410,1058728,55,20,3,624877,68.86,8.75,7,20.11,0
MG,ZS EV,2015,Diesel,Automatic,88980,First,Jaipur,28,0,5,2153389,570648,524996,40,8,10,1577207,26.5,5.48,7,6.41,1
Honda,HR-V,2022,Petrol,Automatic,35878,First,Surat,14,1498,7,1821448,1201973,1117834,28,7,3,602590,65.99,7.01,8,33.5,0
Ford,EcoSport,2019,Petrol,Manual,54492,First,Nagpur,19,1497,7,1205282,619997,582797,33,6,6,550722,51.44,5.88,5,11.38,0
Nissan,Terrano,2012,Petrol,Automatic,216821,First,Pune,15,1461,3,739802,110970,96543,59,13,13,877994,15,5.36,6,0.51,0
Maruti,Alto,2022,Petrol,Manual,46374,First,Chandigarh,18,796,8,586424,397712,389757,37,2,3,192733,67.82,9.74,10,,0
Maruti,Ertiga,2017,Petrol,Manual,123775,Third,Jaipur,15,1462,3,860203,289200,268956,54,7,8,549006,33.62,6.43,10,2.34,0
Honda,Amaze,2013,CNG,Automatic,210477,Second,Bangalore,,1199,2,633534,95030,80775,55,15,12,633130,15,4.53,8,0.45,0
Hyundai,Aura,2024,Petrol,Manual,18614,Third,Bangalore,15,1197,10,1060459,949959,807465,31,15,1,114051,89.58,8.78,8,51.03,0
Toyota,Fortuner,2024,Petrol,Automatic,16001,Third,Hyderabad,19,2755,10,5592591,5140709,4935080,27,4,1,598701,91.92,10,10,321.27,1
Hyundai,Venue,2012,Petrol,Manual,190644,Second,Kolkata,16,1197,2,727694,109154,104787,58,4,13,739446,15,4.35,9,1.06,0
Maruti,Alto,2021,Diesel,Automatic,122836,Third,Lucknow,22,796,7,468235,315543,290299,51,8,4,148698,67.39,7.74,10,2.57,0
Honda,HR-V,2025,Petrol,Automatic,4020,First,Lucknow,22,1498,10,1767468,1679094,1494393,17,11,0,0,95,8.86,9,417.69,0
Maruti,Ciaz,2021,Petrol,Automatic,87921,Third,Lucknow,17,1462,5,1136138,713040,549040,45,23,4,406376,62.76,6.19,10,8.11,0
Ford,Aspire,2015,Petrol,Manual,283466,Third,Ahmedabad,13,1194,4,680905,102135,85793,64,16,10,618222,15,4.74,4,0.36,0
Hyundai,Alcazar,2021,Petrol,Automatic,40737,First,Kolkata,22,1999,7,2167420,1603890,1491617,52,7,4,626322,74,8.93,8,39.37,0
Toyota,Camry,2024,Petrol,Automatic,10214,Second,Bangalore,14,2487,9,5785152,5034817,4581683,27,9,1,708976,87.03,8.73,10,,1
Skoda,Kushaq,2025,Diesel,Manual,500,Second,Bhopal,17,1498,10,1755718,1667932,1517818,20,9,0,0,95,7.45,6,3335.86,0
Maruti,Ciaz,2025,Petrol,Automatic,500,First,Kolkata,13,1462,9,1210718,1150182,1115676,23,3,0,0,95,10,9,2300.36,0
Skoda,Slavia,2025,Petrol,Automatic,2317,Second,Surat,13,1498,10,1562976,1484827,1425433,29,4,0,0,95,10,7,640.84,0
Renault,Kwid,2017,Petrol,Automatic,168028,Second,Pune,17,,6,509870,120635,104952,51,13,8,375055,23.66,7.64,7,0.72,0
Toyota,Glanza,2021,Petrol,Automatic,67733,Second,Nagpur,17,1197,6,1095375,741240,704178,54,5,4,379548,67.67,7.56,9,10.94,0
Hyundai,Venue,2021,Diesel,Manual,63077,First,Delhi,28,1197,8,1076852,700922,679894,31,3,4,347980,65.09,8.83,10,11.11,0
Skoda,Kodiaq,2024,Diesel,Automatic,22741,First,Jaipur,17,1984,9,6264993,5506302,5230986,17,5,1,695008,87.89,8.77,5,242.13,1
Renault,Kiger,2023,Petrol,Manual,25937,First,Bangalore,18,999,9,982019,785713,722855,44,8,2,223860,80.01,6.94,6,30.29,0
Toyota,Camry,2023,Petrol,Automatic,56122,Fourth,Pune,18,2487,6,6239341,5269747,4110402,36,22,2,1077276,84.46,6.95,10,93.9,1
Toyota,Camry,2022,Petrol,Automatic,40846,Third,Coimbatore,22,2487,6,6056468,4231654,3808488,44,10,3,1735789,69.87,6.11,8,103.6,1
Ford,Figo,2020,Diesel,Manual,79037,Third,Mumbai,,1194,6,865798,505885,470473,59,7,5,384202,58.43,6.29,4,6.4,0
Nissan,Magnite,2024,PETROL,Manual,15685,Second,Nagpur,17,999,10,960352,841940,757746,18,10,1,113803,87.67,9.35,5,53.68,0
Ford,Endeavour,2019,Diesel,Automatic,73828,First,Chandigarh,24,1996,7,4483480,2507610,2281925,20,9,6,1903417,55.93,5.2,4,33.97,1
Skoda,Kodiaq,2025,CNG,Manual,500,First,Pune,22,1984,9,5189430,4929958,4436962,11,10,0,0,95,8.18,7,9859.92,1
Tata,Punch,2016,Diesel,Automatic,182536,Second,Delhi,27,1201,4,786117,223178,218714,53,2,9,543945,28.39,5.73,9,1.22,0
MG,Astor,2019,Diesel,Automatic,101536,Third,Delhi,17,1497,5,1269311,586675,469340,43,20,6,694752,46.22,6.23,8,5.78,0
Ford,Aspire,2018,Petrol,Automatic,83951,First,Mumbai,20,1194,7,855921,422225,367335,45,13,7,453281,49.33,6.04,6,5.03,0
Mahindra,XUV700,2019,Petrol,Manual,88189,Second,Mumbai,21,2184,5,2370833,1063555,1042283,29,2,6,1242472,44.86,5.49,7,12.06,1
Hyundai,Alcazar,2019,CNG,Manual,116018,Second,Delhi,27,1997,5,1737633,852308,758554,56,11,6,918912,49.05,5.24,8,7.35,0
Ford,Aspire,2024,Petrol,Automatic,10321,First,Lucknow,15,1193,10,981619,841836,774489,38,8,1,131316,85.76,,4,81.57,0
Ford,Endeavour,2019,Diesel,Automatic,165593,Fourth,Mumbai,23,1996,4,4881139,2299992,1977993,46,14,6,2443035,47.12,4.46,4,13.89,1
Hyundai,i20,2023,Petrol,Manual,32384,Third,Pune,13,1197,8,1062006,871800,802056,30,8,2,209046,82.09,8.36,10,26.92,0
Skoda,Kodiaq,2024,Diesel,Automatic,14714,First,Delhi,23,1984,9,6201140,5553740,5220515,36,6,1,793039,89.56,7.58,6,377.45,1
Kia,Seltos,2017,Petrol,Manual,87671,Second,Lucknow,19,1497,5,1070792,304212,298127,39,2,8,779641,28.41,5.93,7,3.47,0
Nissan,Magnite,2019,CNG,Manual,116910,Second,Hyderabad,30,999,7,906777,453479,444409,26,2,6,473412,50.01,6.92,6,3.88,0
Tata,Tigor,2014,Petrol,Manual,2275020,Second,Mumbai,14,1199,4,562913,84436,77681,40,8,11,508534,15,6.62,8,0.37,0
Maruti,Ciaz,2021,Petrol,Automatic,48319,First,Chandigarh,13,1462,8,1032613,638051,548723,30,14,4,376199,61.79,7.8,10,22.23,0
Honda,Jazz,2023,Diesel,Automatic,28967,First,Kolkata,27,1199,9,1165614,931325,884758,36,5,2,231343,79.9,7.57,8,32.15,0
Toyota,Urban Cruiser,2020,Petrol,Manual,85370,First,Lucknow,19,1462,6,1036628,582273,506577,49,13,5,450323,56.17,7.12,9,6.82,0
Nissan,Magnite,2024,Petrol,Automatic,14723,Second,Kolkata,13,999,10,1114663,1004199,953989,38,5,1,116171,90.09,8.99,4,68.21,0
MG,ZS EV,2024,Diesel,Manual,19848,Second,Delhi,17,0,10,3482402,2947505,2446429,15,17,1,447130,84.64,8.04,7,148.5,1
MG,Astor,2024,Petrol,Manual,17392,First,Lucknow,22,1497,10,1493493,1349669,1295682,25,4,1,178757,90.37,7.93,8,77.6,0
Mahindra,XUV300,2024,Petrol,Manual,20197,Third,Chandigarh,16,1199,9,1165430,1005416,814386,37,19,1,136114,86.27,7.72,8,49.78,0
Maruti,Baleno,2020,Diesel,Manual,149015,Fourth,Chennai,17,1197,6,927349,626146,532224,44,15,5,318144,67.52,8.61,9,4.2,0
Nissan,Terrano,2016,Petrol,Automatic,157825,First,Lucknow,15,1461,5,1090724,223053,207439,34,7,9,870837,20.45,4.15,4,1.41,0
Skoda,Kodiaq,2020,Petrol,Manual,84218,First,Bhopal,17,1984,7,4860244,2735831,2407531,40,12,5,2136296,56.29,7.48,6,32.49,1
MG,Astor,2022,Petrol,Manual,33779,First,Chandigarh,19,1497,9,1352729,920396,809948,19,12,3,452665,68.04,8.05,7,27.25,0
Ford,Endeavour,2019,Diesel,Automatic,80881,First,Mumbai,27,1998,7,5461421,3069864,2854973,31,7,6,2375248,56.21,6.57,4,37.96,1
Ford,EcoSport,2022,Diesel,Manual,53479,Third,Ahmedabad,21,1497,8,1199617,833373,783370,49,6,3,331220,69.47,8.06,6,15.58,0
Kia,EV6,2013,Petrol,Automatic,137025,Second,Nagpur,17,0,2,5703921,855588,727249,69,15,12,6104806,15,4.68,6,6.24,1
Mahindra,XUV400,2024,CNG,Automatic,8536,First,Surat,22,0,10,2322622,2121947,1803654,14,15,1,251791,91.36,9.54,8,248.59,0
Ford,Figo,2023,Petrol,Manual,38030,Third,Bangalore,15,1194,8,1022473,805606,668652,25,17,2,202787,78.79,8.87,5,21.18,0
MG,ZS EV,2024,CNG,Manual,19621,First,Kolkata,28,0,10,3267261,2879110,2562407,13,11,1,337642,88.12,8.86,6,146.74,1
Tata,Nexon,2022,Diesel,Manual,40086,First,Mumbai,26,1497,7,1360958,1000168,820137,39,18,3,375854,73.49,9.2,9,24.95,0
Ford,Aspire,2018,Petrol,Automatic,92193,First,Delhi,14,1194,7,848934,374634,340916,39,9,7,463893,44.13,6.18,5,4.06,0
Maruti,Dzire,2024,Petrol,Manual,15914,First,Delhi,18,1197,10,1010463,895068,841363,17,6,1,131551,88.58,9.28,10,56.24,0
Renault,Kwid,2020,Diesel,Automatic,65107,First,Delhi,20,799,8,501741,283684,260989,39,8,5,225849,56.54,7.54,5,4.36,0
Hyundai,Alcazar,2019,CNG,Manual,101833,First,Jaipur,22,1998,6,2047790,1118298,939370,57,16,6,974438,54.61,8.12,8,10.98,0
Maruti,Ciaz,2023,Petrol,Manual,47682,Second,Delhi,13,1462,9,1287195,1058975,953077,41,10,2,237433,82.27,8.6,10,22.21,0
Kia,Sonet,2025,Petrol,Manual,2132,Third,Lucknow,18,1196,10,1236131,1174324,1045148,45,11,0,0,95,7.81,7,550.81,0
Maruti,Ciaz,2022,CNG,Automatic,85653,Third,Hyderabad,23,1462,7,1347526,974126,818265,47,16,3,380682,72.29,7.54,10,11.37,0
Volkswagen,Polo,2023,Petrol,Automatic,15678,Second,kolkata,13,999,10,1024798,868311,807529,23,7,2,177303,84.73,8.18,6,55.38,0
Ford,Aspire,2022,Diesel,Manual,37778,First,Delhi,23,1194,8,1034238,721898,635270,25,12,3,300569,69.8,8.09,5,19.11,0
Maruti,Dzire,2019,Petrol,Manual,119381,Second,Bhopal,17,1195,7,893833,492948,453512,48,8,6,378509,55.15,6.45,10,4.13,0
Tata,Safari,2016,Diesel,Automatic,161262,Second,Bhopal,,1956,4,1684672,341988,321468,44,6,9,1356719,20.3,5.38,9,,0
Ford,EcoSport,2025,Petrol,Manual,500,Third,Chandigarh,13,1497,9,1352747,1285109,1079491,24,16,0,0,95,8.95,6,2570.22,0
Honda,Elevate,2020,Petrol,Manual,145410,Third,Chennai,13,1200,7,1257686,723924,637053,40,12,5,510701,57.56,7.76,8,8.36,0
Mahindra,Bolero,2017,Petrol,Manual,75903,First,Pune,17,1493,6,938910,380164,349750,41,8,8,569113,40.49,7.41,9,5.01,0
Maruti,Swift,2019,Petrol,Manual,90409,First,Bangalore,15,1195,5,862306,436585,406024,38,7,6,449204,50.63,7.01,10,4.83,0
Maruti,Alto,2021,Diesel,Manual,52936,First,Surat,26,796,8,553673,354572,304931,29,14,4,183711,64.04,9.47,10,6.7,0
Toyota,Fortuner,2022,Petrol,Automatic,75396,Third,Kolkata,19,2755,10,4618859,3300174,2904153,36,12,3,1182455,71.45,10,8,43.77,1
Renault,Kiger,2025,Petrol,Manual,500,First,Hyderabad,21,999,9,923886,877691,798698,18,9,0,0,95,8.76,7,1755.38,0
Hyundai,Tucson,2025,CNG,Manual,500,Third,Bangalore,27,1998,8,4099352,3894384,3115507,26,20,0,0,95,,9,7788.77,1
Hyundai,Tucson,2011,Petrol,Automatic,202561,First,Nagpur,17,1998,2,2234130,335119,294904,55,12,14,2397684,15,5.72,10,1.65,1
Renault,Kwid,2021,CNG,Manual,69193,First,Surat,21,799,6,534103,386370,355460,43,8,4,161055,72.34,5.34,6,5.58,0
Honda,Elevate,2022,Petrol,Manual,45030,First,Delhi,21,1200,7,1168071,798259,734398,45,8,3,353670,68.34,6.63,7,17.73,0
Renault,Triber,2024,Diesel,Manual,16805,Second,Chennai,18,999,10,948192,855932,710423,21,17,1,97196,90.27,9.39,5,50.93,0
Kia,Carens,2022,Petrol,Automatic,84700,Third,Hyderabad,21,1497,7,1673602,1128677,993235,42,12,3,512736,67.44,7.01,7,13.33,0
Toyota,Fortuner,2022,Petrol,Automatic,351790,First,Chennai,21,2755,9,4614611,3212692,3116311,11,3,3,1428404,69.62,7.63,9,91.32,1
Hyundai,i20,2024,Petrol,Manual,12721,First,Coimbatore,13,1197,10,1100835,971376,845097,18,13,1,134650,88.24,9.27,10,76.36,0
Nissan,Kicks,2014,CNG,Manual,148327,First,Nagpur,22,1461,4,955125,143268,133239,,7,11,919295,15,4.15,6,0.97,0
MG,Hector,2016,CNG,Automatic,139912,Second,Surat,24,1956,5,1585143,434329,412612,40,5,9,1141467,27.4,5.06,7,3.1,0
Skoda,Kodiaq,2021,Petrol,Automatic,42917,First,Hyderabad,12,1984,6,4694310,3247054,2727525,31,16,4,1388066,69.17,6.71,6,75.66,1
Mahindra,Thar,2025,Diesel,Manual,4627,Second,Chandigarh,23,2184,10,2545648,2418365,2297446,14,5,0,0,95,9.22,8,522.66,0
Toyota,Fortuner,2023,CNG,Automatic,32884,First,Delhi,29,2755,9,5476577,4150697,3901655,26,6,2,1209490,75.79,8.33,9,126.22,1
Honda,Elevate,2022,Petrol,Automatic,91546,Fourth,Delhi,18,1200,8,1368408,984432,797389,24,19,3,353594,71.94,6.41,7,10.75,0
MG,ZS EV,2024,CNG,Manual,20840,First,Lucknow,26,0,10,3627388,3290403,2698130,35,18,1,398110,90.71,9.34,8,157.89,1
Kia,Carens,2023,Diesel,Manual,24401,Second,Lucknow,25,1497,9,1619742,1276356,1110429,28,13,2,341000,78.8,9.32,6,52.31,0
Tata,Punch,2018,Petrol,Manual,112271,First,Chennai,21,1199,6,884911,426881,401268,37,6,7,472527,48.24,5.81,7,3.8,0
Tata,Safari,2018,Petrol,Manual,151894,Third,Jaipur,13,1956,6,2249169,869303,747600,49,14,7,1376237,38.65,6.87,9,5.72,0
Hyundai,Creta,2023,CNG,Manual,25857,First,Coimbatore,21,1493,8,1719306,1381118,1132516,39,18,2,306463,80.33,9.92,9,53.41,0
Tata,Harrier,2023,Petrol,Manual,35626,Second,Coimbatore,19,1956,7,2057124,1674087,1573641,26,6,2,406300,81.38,8.02,8,46.99,0
Honda,HR-V,2022,Diesel,Manual,53399,Second,Mumbai,25,1498,7,1550393,999848,899863,26,10,3,504191,64.49,7.92,7,18.72,0
Volkswagen,Virtus,2019,Petrol,Manual,115882,Second,Ahmedabad,18,1498,5,1247755,712842,670071,32,6,6,531098,57.13,4.97,5,6.15,0
MG,Gloster,2019,Petrol,Automatic,111749,Second,Ahmedabad,20,1996,7,3687061,1818458,1491135,43,18,6,1872794,49.32,7.51,8,16.27,1
Volkswagen,Polo,2019,Diesel,Manual,73945,Second,Chennai,26,999,7,827914,376121,327225,44,13,6,440130,45.43,7.19,6,5.09,0
Mahindra,Bolero,2025,Petrol,Automatic,500,First,Coimbatore,21,1493,10,1424668,1353434,1163953,19,14,0,0,95,,8,2706.87,0
Volkswagen,Virtus,2022,Petrol,Manual,65010,Second,Chennai,22,1498,9,1658339,1143590,1120718,34,2,3,483867,68.96,7.1,7,43.66,0
MG,Hector,2024,Petrol,Manual,9881,Second,Coimbatore,14,1956,9,2068586,1821803,1584968,18,13,1,266433,88.07,7.2,7,184.37,0
Tata,Safari,2019,Petrol,Manual,100880,Second,Hyderabad,20,1956,5,2305813,1287104,1209877,51,6,6,953453,55.82,5.83,9,12.76,0
Hyundai,Tucson,2024,Petrol,Automatic,18793,First,Delhi,21,1998,9,3494554,3017197,2564617,14,15,1,415663,86.34,9.69,9,160.55,1
Renault,Duster,2025,Diesel,Manual,3307,First,Kolkata,19,1498,10,1504915,1429669,1272405,29,11,0,0,95,7.73,7,432.32,0
Maruti,Swift,2024,Petrol,Automatic,4167,First,Mumbai,16,1197,10,925706,822767,765173,30,7,1,117731,88.88,10,10,197.45,0
Toyota,Urban Cruiser,2017,CNG,Automatic,75490,First,Chandigarh,27,1462,4,951512,245394,225762,57,8,8,683779,25.79,5.99,10,3.25,0
Honda,City,2024,CNG,Automatic,21104,Third,Lucknow,25,1497,8,1537925,1355988,1193269,45,12,1,171142,88.17,8.19,8,64.25,0
